text,label
এক কানে হোল ভইরা আরেক কান দিয়া বাইর করমু,1
তোর হোল ভাজি কইরা তোরেই খাওয়ামু,1
কুত্তার পুকটি চাটামু,1
মাসিকের ত্যানা।,1
তোর নাকে হাইগ্যা দিমু,1
তোর বাপ গাইড়্যা,1
মোবাইল ভাইব্রেশন কইরা তুর পুকটিতে ভরবো,1
তোর বাপে তোর নানা,1
চুইদা তোর মাসিক অফ কইরা দিমু!,1
"আউরা মাগীর জাউরা পোলা
তোর মারে চুদতে আমার লাগে না যে বালা
তোর মায়ের ভোদা কেন এতো কালা?",1
তর মায়রে চুদি তর বাপের কান্দে ফালাইয়া,1
তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু,1
তোর হউরিরে ডিগবাজী,1
"ওই হ্যাডা কালা ভুস্কি মাগীর পোলা, তোর বেশ্যা জাতের মায়েরে আমি চুদি!",1
"ওই ভুস্কি মাগীর পোলা, তোরে আনলিমিটেড চোদা হবে আজকে।",1
বাঙালি এমনই এক বোকাচোদা জাত যে ডাইরেক্ট চোদা না খাইলে বুঝেই না চোদন কি জিনিস।,1
রোজা রমজানের দিনে মুখ খারাপ করাইস না মাগীর পোলা,1
বাল ফালায়া খালে নামানো,1
তম্মার হেডা,1
লেন্ডি মাগির পোলা,1
"চুদির ভাই লক্ষণ,
কোথায় ছিলি এতক্ষণ?",1
ভেন্ডি মাগির পোলা,1
আড়াইল্যা মাগির পোলা,1
জাড়াইল্যা মাগির পোলা,1
পেট লাগানির পোলা,1
চোদা খা,1
তোর বইনরে হাতির কান্ধে ফালায়া চুদুম,1
ছেনাল মাগির পোলা,1
ছেনাল মাগি,1
ছেনাল,1
"তোর বইনরে আউবনে ঝাউবনে কাশবনে উড়াইয়া ঘুড়াইয়া লৌড়াইয়া চুদি
",1
চুদমারানি চুদির ভাই চুইদা কস চুদিনাই,1
নাটকির পোলা বোনচোদা,1
দুনিয়ায় যেদিক দিয়া আইছস ওইদিক দিয়া ভইরা দিমু,1
মাগীর পুত,1
তোর মায়রে এতো চুদছি যে অতো বড়ইও তুই খাস নাই জীবনে,1
মাঙের নাতি,1
তোর পুটকি দিয়া নল ঢুকাইয়া মুখ দিয়া গুলি করুম,1
টোব্লা চোসা বান্দর,1
ভোদা চাটা পোলা,1
চোদেনা মাঙ্গে,1
তুমার নানীরে লৌড়াই,1
"বাবা মারানী, বাবা চুদী",1
বাবা মারানী,1
বাবা চুদী,1
চোরের মায়রে চুদি,1
তরে পুটকি মাইরা তালগাছে উডামু,1
চোদেনা মাঙ্গে মাল পড়ে ঠ্যাঙ্গে,1
চউখ কি ল্যাওড়ার তলে থুইছ?,1
হোগার নাতী তোর হাতে মোমবাতি ধরায়া দিয়া তোর বোনরে চুদি,1
চুদি,1
তর ধোন দিয়া শিক বানায়া মোস্তাকিমে বেচুম,1
"মার গুদে বাল নেই, ছোয়ালের মুখে চাপদাড়ি",1
গুয়ায় আইক্কা ওলা বাশ দিমু,1
নিজের পুটকিতে নিজে আঙ্গুল দিয়া বয়া থাক,1
থাবরা দিয়া সব দাত ফালাইয়া দিমু,1
জুতা দিয়া পিটামু,1
রাম ঠাপ খাবি,1
তর মায়রে বাপ,1
হাতি দিয়া চুদামু,1
কুত্তা চোদা,1
গোস্তের লাডি ঢুকামু,1
তোমার মতো প্রতারক মাগিবাজ কম ই আছে।,1
হায় রে গর্দভ কোন প্রসঙ্গে কথা বল্লি আর কি দিয়া শেষ করলি,1
হায় রে গর্দভ,1
এই সোনার ডিমকে আজ হাঁসের বড় ডিম দিয়ে থেরাপি দেওয়া হবে।,1
ডিম দিয়ে থেরাপি দেওয়া হবে।,1
তুর বাপ ছিলো শয়তান পয়দা ও করে গেছে আরেকটা শয়তান,1
শুকরের বাচ্ছায় কয়ডা কি?,1
তুই দেশে থাকলে তুকে মেরে বলত তুই ইয়াবার কারখানা,1
তুই যে একটা আস্তা বেয়াদব,1
কানটা অবিকল রামছাগল এর মত!,1
শ্রেষ্ঠ গর্দভ,1
মালুর বাচ্চা তোদের ধর্ম যদি সত্যি হয় তবে তাকে সরাসরি চ্যালেঞ্জ করতে পারিস না কেন?,1
মালুর বাচ্চা,1
অাগে ইতার পোন্দে ডিম ডুকানোর ব্যবস্থা করি তারপর নাহয় অন্যকিছু ভাববো।,1
খাঙ্কির পোলা ইসলামের মত বেজন্মাদের ধর্মের সাথে হিন্দু ধর্মকে চ্যালেঞ্জ জানাতে হবে কেন?,1
জাকির খাঙ্কির পোলা জঙ্গির বাচ্চাটাকে পিটিয়ে ভারতে এনে লেংট করে পিটিয়ে মেরা ফেলা হউক।,1
"লেংটির বাচ্চা, তোরা ত অনেক লাফাস তার সাথে ত কোন তর্কেই তোদের ঠাকুরেরা জিততে পারেনি। ",1
রেন্ডি জাতী,1
অাবার নতুন কোন ফন্দী বের করছে রেন্ডি জাতী।,1
জামাত মানে শুয়ারের বাচ্চা,1
"তুই কুত্তালিগের জারজ।
",1
তুই তো একটা মাদার চৌদ জামাত শিবিরের বেজন্মা,1
শুয়োর ছানার খুনি নেতা,1
তুই বেস্যালিগের জারজ।,1
এই শুয়ারের বাচ্চা খুনি নোয়াখালীর কলঙ্ক,1
তোর বাপ বড় চোর শুয়ার এর বাচ্চা,1
চোর এর পোলা তোর বাপ কে গাড়িচাপা দিয়া যদি কেও মারতো তাহলে খুশি হতাম,1
"এই খানকির বাচ্চাটারে আসেপাসের মানুষ গনপিটানি দিয়া মেরে ফেললনা কেন। বেজন্মাটা আজকে মারসে একজনকে। ভবিস্যতে মারবে হাজার হাজার মানুষ। মানুষের উচিত ছিল এই বেস্যা মাগি খানকি নটি শুওরের পুটকি দিয়া পয়দা হওয়া চুদানির পুতটারে অইখানেই মাইরা ফেলা।
",1
এই শুয়োরের বাচ্চা ও তার বাপের মা/বোন/স্ত্রী/কন্যারা সব আওয়ামী বেশ্যা। আর বাপ-ছেলে মিলে তাদের মা/বোন/স্ত্রী/কন্যার বেশ্যাবৃত্তির দালালি করে। এরা দেশের শত্রু। পাবলিকের শত্রু। এইসব দেশ-পাবলিকের শত্রু বেশ্যা ও বেশ্যার দালালদের ফাঁসি চাই।,1
"তুর চেয়ে কুত্তা ও ভাল।!!! অমানুষ,,,তুর বাপের যখন এতই টাকা তুর বাপরে বলতে পারিস নাই তুরে চাঁদে একটা রাস্তা বানাই দিতে!!!! তাহলে তুই সেখানে পাগলা কুত্তার মতো, জেরুজালেমের মতো গাড়ি চালাইতে পারতি!!!!!!   তুর ফাসি চাই কুত্তার বাচ্চা.....  জনসাধারণ এক হলে তুর মতো হাজার ডেন্ডি পুত্রের অস্তিত্ত ইতিহাস করে দেওয়া তেমন ব্যাপার না।।।।।।।  জাহান্নামে যা কুত্তা,,,,, তুর মরন ও এইভাবে হোক,,,,, তুর মৃত দেহ যেন কুত্তাই খায়,,,,,,,  মরবি না কোনোদিন????? আল্লাহর ভয় নাই?????",1
এই খানকির বাচ্চাটারে আসেপাসের মানুষ গনপিটানি দিয়া মেরে ফেললনা কেন। বেজন্মাটা আজকে মারসে একজনকে। ভবিস্যতে মারবে হাজার হাজার মানুষ। মানুষের উচিত ছিল এই বেস্যা মাগি খানকি নটি শুওরের পুটকি দিয়া পয়দা হওয়া চুদানির পুতটারে অইখানেই মাইরা ফেলা।,1
"বেস্যা মাগীও খাককি চুদানির পুত শুওরের বাচ্চা, লম্পটের বাচ্চা হারামজাদা। তোর বাপতো বিনা ভোটে নির্বাচিত জারজ এমপি বেস্যা মাগির পুত। আগে বল তোর হারামখোর বাপ মা এত টাকা কোথাক পাইসে নটি মাগির পু। তোর বাপ মার যেমন জন্মের ঠিক নাই তোরও ঠিক নাই বেস্যা ছিনালের পুত। তোদের মত শুওরের পুটকি দিয়া বাইর হওয়া বেজন্মাগুলার জন্য গনপিটানিই একমাত্র সমাধান।",1
"ঘোড়া আর গাধার যৌন মিলনে জন্ম হয় খচ্চরের, তেমনি আওয়ামীলীগের বিনা ভোটের এমপি আর বিনা ভোটের উপজেলা  চেয়ারম্যানের ( এমপির বউ) কনডম দূর্ঘটনায় জন্ম হয়েছে শাবাব মানুষরুপী খচ্চরের! এই আওয়ামী খচ্চরদের নিকট আর কিবা আশা করা যায় ",1
"
শালা বরলোকের দালালি করিস কেন?  আজকে যদি তর বাপ মায়রে গাড়ি চাপা দিয়া মার তো তুই মনে হয় খুশি হইয়া এমপিরে বাপ বাপ কইয়া ডাকতি।",1
"জামায়েত বিএনপি রা বাইনচোদ তোরা খাই দাই কাজ নাই এমপি পুত্রের পিচে করন পড়েচিস তোরা মাদারিরা
",1
তুই ত কুক্তা লীগ ।  খানকির পোলা এই কারনে তোর কাছে ভালো লাগে। জারজ এর বাচ্চা।,1
মাদারচোদে বিরিয়ানি পাইসে মনে হয়।,1
"খুনির দালাল জারজলীগ
",1
"মাদারচুত সংসদ পুত্র বলে খুন করবে,,তর পুটকি জলে কেন,,সংসদ পুত্র হলে পালিয়ে গেল কেন জনগনের সামনে জোর গলায় বলতো আমার বাবা এমপি আমি চারপাচটা পথচারী খুন করবই,,তা না করে লেজগুটিয়ে পালালো কেন,,চামচামি করে কত নিছোস,,আল্লাহ্‌ খুনির বিচার করবেই,,ইনশাআল্লাহ",1
"সাবাবের মারে চুদি
",1
সব চুদির পোলা তরা নটি মাগীর পোলা তগো কুত্তায় চুদে জন্ম দিছে,1
"বেস্যা মাগীও খাককি চুদানির পুত শুওরের বাচ্চা, লম্পটের বাচ্চা হারামজাদা। তোর বাপতো বিনা ভোটে নির্বাচিত জারজ এমপি বেস্যা মাগির পুত। আগে বল তোর হারামখোর বাপ মা এত টাকা কোথাক পাইসে নটি মাগির পু। তোর বাপ মার যেমন জন্মের ঠিক নাই তোরও ঠিক নাই বেস্যা ছিনালের পুত। তোদের মত শুওরের পুটকি দিয়া বাইর হওয়া বেজন্মাগুলার জন্য গনপিটানিই একমাত্র সমাধান।",1
"শালা নটির ঝি
",1
আওয়ামী শুয়োরের বাচ্চা,1
"খুনিরে সুইট বল?উপ্তা কইরা যখন চুদে দিবে তখন বুঝবা
",1
"নাইস সুদাও ক্যা
",1
হালারপু,1
"
এই শুয়োরের বাচ্চা ও তার বাপের মা/বোন/স্ত্রী/কন্যারা সব আওয়ামী বেশ্যা। আর বাপ-ছেলে মিলে তাদের মা/বোন/স্ত্রী/কন্যার বেশ্যাবৃত্তির দালালি করে। এরা দেশের শত্রু। পাবলিকের শত্রু। এইসব দেশ-পাবলিকের শত্রু বেশ্যা ও বেশ্যার দালালদের ফাঁসি চাই।",1
"চোর খুনি তোরা, তোদের মত জারোজ এমপি বাংলাদেশের কলঙ্ক",1
1,1
"অসাধারন পিক বাইঞ্চোদ 
যেমন বাপ তেমন ছেলে কুলাঙ্গার ডিটেক্টট ",1
"হাঊয়ার নাতি, তোর হোগা দিয়া ভিজা পাঊরুটি আর ফুলকপি ঢুকামু। আমার ঘরের আলমারি ঢুকামু। জনি সিন্স এর বোয়িং উড়োজাহাজ ল্যান্ডিং করামু।
",1
"কোন নিশিদ্ধ পল্লীতে জন্ম তোর? নাকি কোনো এক রাতের কনডম এক্সিডেন্ট এর ফল তুই? আসলে দোষ হলো এই দেশের! যদি সরকার সময় মত তোর বাপের হাতে হিরো বেলুন আর তোর মায়ের হাতে সুখি বরি তুলে দিতো তাহলে তোর মত একটা হিজরা আজ দেখতে হতো না জাতি।
",1
"আরিফ তোর বিচি কেটে ভাগা দিয়ে বিক্রি করে যে টাকা হবে সে টাকা দিয়ে তোর নাকের উপরের পশমগুলো ভ্রু প্লাগ করে দেয়াব জনি সেনকে দিয়ে, আর জনি সেন তোকে পিছন দিয়ে খাওয়াবে গরম আখের রস",1
আরিপ্পা কয় কেজি গঞ্জিকা সেবন করসোস?? তোর চোখ এমন ক্যা???,1
আমি সিউর তুই তোর মার পুটকি দিয়া বাইর হইছস...,1
"মেয়েটা আসলেই একটা মাতারী, লেসবু পার্টনার বাছাই করবি ভালো কথা কিন্তু আগে খেয়াল করবি না যে মোছ আছে???",1
"বাই দ্যা ওয়ে,আরিপ্পা তোর ভাগ্য ভালো আইফেল টাওয়ার টা অনেক দূরে হয়ে গেছে, কাছে ভিত্রে থাকলে বাঙালী চুরি কইরা আইনা হইলেও ওইটা তোর পুটকি দিয়া ভরতো। আর তুই প্রভা চাচীর মতো চিল্লাইতি "" ইস পেটে ঢুকে গেছে তো """,1
তোর পুটকি দিয়া ভরতো,1
ডাইরেক্ট তাবিজ্জার ভিত্রে ভইরা রাখবো বাইঞ্চুদ,1
" আরিপ্পা ফ্রিল্যান্সিং কি তুই বুঝস, তর মত আরিপ্পা যদি ফ্রিল্যান্সিং এর কাজ জানতি তুই কি আর হুগা মাইরা কি টাকা ইনকাম করতি",1
হুগা মাইরা কি টাকা ইনকাম করতি,1
শালা তোকে হাল্কা চুদে ফর্মে এনেরাস্তায় ফেলে দিবো,1
তগো পাছার ভিত্রে কবুতর ঢুকাই হাততালি দিতে ইচ্ছা করতাসে..যাতে কবুতর এর ছটফটানি তে মইরা যাস,1
ওই মাদারটোস্ট তুই কি কখনো পোলা ওইবি না।,1
ধুরও কুত্তার বাইচ্চা,1
" শুয়োর তোকে যদি একবার সামনে পাইতাম আমার পোষা কুকুর দিয়ে চুদাইয়া তোর পুটকির রগ ছিড়াই দিতাম। 
তারপর তোর অন্ডকোষ কেঁটে সাদা কালার করে তোর মাইজ্ঞা তাবিজ ফারুককে ডিম বলে খাওয়াইতাম।",1
"সালা আবাল তুই,,
জামা কিনস,,,তুই ত কনডম ও কিনস না",1
"বাঞ্চোদ তোরে কতবার কইসি!
ছবি খেয়ে গাজা আপ্লোড দিস না",1
পাসের দুধ বড় মালটা কেরে আরিফ ভাবি নি,1
দুই মাগী একসাথে,1
"কিরে জানোয়ার,আজকেও তো হোগা মারছে নাকি তাবিজ ফারুকে?চোখ লাল কেন? আগে প্রেন্ট লাল থাকতো এখন চোখ লাল রহস্য কি? সোনায়মাল চুদন কে বলতে হবে",1
হ্লা মাদারটোস্ট,1
ভাই আবেগ কেম্নে হোগা ম্রা খাইলো,1
চুদির পো দিলি তো গান টা রে রেপ করে,1
মন খারাপ থাকলে আবাল তোর পেজ ঘুরে যাই রে মখা,1
এইটারেও চুদে দিলি?,1
সালা মাদারচোদের বাচ্চা,1
"টিনের চালে কাউয়া
মডেল আরিফ তুমি আমার সাউয়া",1
তোরে মানুষ যে ভাবে সোদন দেয় কাপড় পড়ার সময় কই তোর,1
যেমনে মানুষের সোদন খাস এইডস হইবো তো তোর টাকা দিয়া কনডম কিন কামে লাগবো তোর।,1
হালায় নির্ঘাত গাঞ্জা গুইল্লা খাইছে,1
"আকাশ চুদিলাম,বাতাস চুদিলাম
চুদিলাম সুরেশ কাল।
জগৎ ঘুরিয়া কোথাও পাইলাম না আরিফফার মত মাল",1
নাকের নিচে আগে চিকন কইরা বাল রাখতি আর এখন সেটা মোটা বানাইছস।,1
"এত আবেগ কিনিস না। পরে এই আবেগ বেলুনে ভরে তোর ওই হোগায় হান্দায়া দেব। পরে, আবেগের ঠাপে আকাশে বাতাসে উড়বি আর ভাসবি আর আমাকে অপরাধী ভাববি।",1
"খাইঞ্চোদের পোলা, জামা তোর শাওার ভিত্রে ভরে রাখ। অপরাধী লইয়া লাড়া চাড়া করবি তো ফারুক চোদা দিয়া তোক পুয়াতি বানাইয়া ছাইড়া দিমু মাদারচোদ",1
"দুইটা লেসবো একসাথে দেইখ্যা সোনাতা নেতাইয়া গেলো,
কিজানি আর খাড়াইবো কিনা।",1
"তুই কি লাল ব্রা পড়া ছাড়বি না, তুই আসলেই প্রতিবন্ধি,",1
ওরে হোগার পোলা,1
সেই লাগছে বচ মাদারি করনচুদ বক্সুদ,1
এসব আবাল মাদারটোষ্ট বাইনচোদ আছে বলেই আজও ফেসবুকের কমেন্ট পড়তে মন চাই,1
আরিফের বোদায় আঙ্গুল মেরে মাচিকের রক্ত লেগে বোন টার আঙ্গুল লাল টকটকে মরিচের মত হয়ে গেছে,1
হাট বাইঞ্চোদ। বান্দীর পুত ।,1
"মন্ডা চায় আবদুল মালের ওই টাকলা মাথা তুর হুগা দিয়া বইরা দিতে, তুরে যদি মান্দার গাছের লাঠি দিয়া ইচ্ছা মতো পিডাইতে পারতাম. মনে শান্তী পাইতামরে নাকির পোলা",1
তোর এই বালের খোমাডা দেহানোর কি আছে?,1
খানকির ছেলে,1
ওর মা এর ভাতার এর জন্য অরে কতো চুদাচুদির কথা শুনতে হয়,1
"এক সাগর রোহিঙ্গাদের পাতলা গু এনে তোর পিছনের ফুটায় পাইপ দিয়ে সেট করে দিব, তোর হা করা মুখ দিয়ে ফিল্টার হয়ে বের হয়ে নাফ নদীতে গিয়ে পরিশোধিত পানি পরবে",1
"ইচ্ছা করতাছে রড গরম কইরা ঠান্ডা মাথা তোর পুটকিতে দেই আর গরম মাথা বাহিরে রাখি , যাতে কেউ না বের করতে পারে",1
" মান্দার আমলের ভাবসাব এতদিনে লয়, হালা টুকাই।",1
"লাল গেনজী পরে ভচ
শকুন পোচ মারে,
তাই দেখে তাবিজের ধনু গাছের আগায় ঝোলে,
মুচকি মুচকি হসি তাহার নাকের আগায় বাল,
গোয়া মারা লইতে লইতে 
হোগায় নাই তার ছাল,
ও আরিফ এভাবে আর চলবে কতো কাল?",1
হ্লা কুত্তাসোদা আবার আইচে পাবলিকের গনসোদন খাইতে,1
ওরে চান্দের দেশে নিয়া পুট্কি মারা দরকার যাতে ওর চিৎকারে কারো ডির্স্টার্ব না হয়,1
